Ign,Team,ACS,Matches,Rnd,K_D,KAST,ADR,KPR,APR,FKPR,FDPR,HSPercent,CLPercent,KMax,K,D,A,FK,FD,Kill_Participation
Lime,Angry Titans,1.0,19,394,0.9687499999999998,0.00733333333333333,1.0,0.9833333333333332,0.2083333333333333,0.9047619047619048,0.52,0.00631578947368421,0.002978723404255319,41,385,275,70,81,50,1.1548223350253808
keloqz,Team Heretics,1.0,5,118,0.9270833333333336,0.0056666666666666645,0.9760809567617296,1.0,0.0416666666666666,0.8571428571428572,0.56,0.0057894736842105275,0.007872340425531916,25,117,86,12,24,17,1.0932203389830508
kamo,NOM eSports,0.9612903225806452,23,501,0.7708333333333333,0.005999999999999997,0.975160993560258,0.9166666666666666,0.2291666666666666,0.7619047619047619,0.68,0.0057894736842105275,0.002978723404255319,32,469,389,94,92,84,1.12375249500998
DeepMans,Wave Esports,0.9419354838709678,20,424,1.0,0.006666666666666665,0.9530818767249312,0.9666666666666668,0.1458333333333333,0.7142857142857143,0.36,0.006842105263157895,0.004042553191489362,34,413,288,63,74,37,1.1226415094339623
JUGi,FOKUS,0.9225806451612902,14,296,0.9791666666666664,0.007000000000000002,0.862925482980681,0.8666666666666668,0.2499999999999999,1.0,0.6,0.003947368421052631,0.003191489361702128,34,270,192,60,67,44,1.114864864864865
marteen,Entropiq,0.9225806451612902,17,386,0.8229166666666665,0.00733333333333333,0.8840846366145356,0.9,0.1666666666666666,0.8571428571428572,0.44,0.004736842105263157,0.003617021276595745,37,359,284,62,77,43,1.0906735751295338
vakk,Team Vitality,0.9225806451612902,14,297,0.9166666666666669,0.006666666666666665,0.8997240110395588,0.8833333333333334,0.2083333333333333,0.7619047619047619,0.56,0.005,0.002340425531914894,29,272,202,53,54,41,1.0942760942760943
sociablEE,Fire Flux Esports,0.9161290322580644,23,478,0.7916666666666665,0.006666666666666665,0.9567617295308188,0.85,0.3125,0.7619047619047619,0.52,0.0044736842105263155,0.001702127659574468,32,432,350,109,85,62,1.1317991631799162
H1BER,KOI,0.9096774193548388,14,320,0.7604166666666665,0.006333333333333333,0.9052437902483904,0.8333333333333334,0.3125,1.0,0.8,0.0044736842105263155,0.00553191489361702,33,286,239,73,73,64,1.121875
szimpli,Gamerland Outlaws (ex),0.9032258064516128,15,340,0.78125,0.007000000000000002,0.9126034958601656,0.8833333333333334,0.2499999999999999,0.8095238095238095,0.44,0.0057894736842105275,0.001702127659574468,29,312,256,69,63,39,1.1205882352941177
DeadInk,Galakticos,0.8193548387096775,18,390,0.6458333333333334,0.0056666666666666645,0.8408463661453545,0.7333333333333333,0.2916666666666666,0.7619047619047619,0.68,0.003947368421052631,0.001276595744680851,24,325,297,84,69,67,1.0487179487179488
Masic,Surreal Esports,0.8193548387096775,24,528,0.8541666666666667,0.007000000000000002,0.8583256669733212,0.7999999999999999,0.1874999999999999,0.6666666666666666,0.4,0.005,0.002340425531914894,33,461,358,92,83,51,1.0473484848484849
russ,Giants Gaming,0.8064516129032259,12,265,0.6770833333333336,0.006333333333333333,0.828886844526219,0.7499999999999999,0.3541666666666666,0.7142857142857143,0.56,0.007631578947368421,0.0027659574468085106,28,223,199,65,46,37,1.0867924528301887
Alfajer,Surreal Esports,0.7935483870967742,24,528,0.90625,0.007000000000000002,0.8252069917203313,0.8333333333333334,0.2708333333333332,0.5714285714285715,0.48,0.007631578947368421,0.003829787234042552,34,468,350,109,73,63,1.0928030303030303
Muj,Futbolist,0.7806451612903226,3,67,0.84375,0.008333333333333335,0.7709291628334869,0.8166666666666668,0.5208333333333333,0.7619047619047619,0.4,0.004736842105263157,0.003617021276595745,24,59,46,22,12,7,1.208955223880597
qw1,Futbolist,0.7741935483870969,19,395,0.7499999999999998,0.005999999999999997,0.7644894204231831,0.7666666666666667,0.2083333333333333,0.8095238095238095,0.52,0.005263157894736842,0.0027659574468085106,25,336,283,72,74,50,1.0329113924050632
hype,Alliance,0.7677419354838709,23,483,0.90625,0.0056666666666666645,0.7828886844526219,0.7666666666666667,0.2291666666666666,0.4285714285714286,0.36,0.005,0.003191489361702128,28,409,306,94,55,42,1.041407867494824
Polvi,TENSTAR,0.7612903225806452,24,468,0.7187499999999999,0.005999999999999997,0.7782888684452622,0.7499999999999999,0.2291666666666666,0.7619047619047619,0.72,0.0044736842105263155,0.002340425531914894,28,392,337,89,83,85,1.0277777777777777
VPNCNP,Thunderbolts Gaming,0.7612903225806452,23,481,0.6979166666666666,0.007000000000000002,0.7856485740570378,0.7333333333333333,0.3125,0.4285714285714286,0.28,0.005,0.002553191489361702,24,400,351,112,55,36,1.0644490644490645
MiniBoo,Arctic Gaming,0.7548387096774193,12,275,0.6770833333333336,0.005,0.7276908923643055,0.7333333333333333,0.0833333333333332,1.0,0.76,0.0057894736842105275,0.00574468085106383,28,229,205,33,63,53,0.9527272727272728
Fit1nho,Giants Gaming,0.7483870967741936,12,265,0.7916666666666665,0.005999999999999997,0.7598896044158234,0.7333333333333333,0.1874999999999999,0.6666666666666666,0.48,0.005,0.001063829787234042,28,221,180,45,42,33,1.0037735849056604
Maru,Dsyre,0.7419354838709676,14,311,0.7916666666666665,0.006333333333333333,0.796688132474701,0.7499999999999999,0.1249999999999999,0.2857142857142857,0.28,0.007105263157894737,0.00425531914893617,30,260,212,44,25,21,0.977491961414791
siJk,H2O (ex),0.7419354838709676,9,190,0.5208333333333334,0.0029999999999999983,0.6862925482980682,0.7000000000000001,0.1249999999999999,0.8095238095238095,0.64,0.0028947368421052633,0.000851063829787234,28,153,157,27,37,31,0.9473684210526315
Filu,UCAM Tokiers,0.7419354838709676,14,308,0.6041666666666669,0.005,0.7166513339466423,0.7166666666666667,0.1666666666666666,0.8095238095238095,0.72,0.0057894736842105275,0.003404255319148936,24,253,242,49,59,55,0.9805194805194806
Luzuh,MOUZ,0.7354838709677419,19,417,0.8229166666666665,0.006666666666666665,0.6936522539098438,0.7666666666666667,0.1041666666666666,0.8095238095238095,0.64,0.003947368421052631,0.001702127659574468,38,353,280,53,80,67,0.973621103117506
yetujey,Fire Flux Esports,0.7225806451612903,2,44,0.8854166666666667,0.003666666666666667,0.7433302667893287,0.7499999999999999,0.2083333333333333,0.5714285714285715,0.28,0.005263157894736842,0.002127659574468084,19,37,28,8,6,3,1.0227272727272727
Yacine,Tundra Esports,0.7161290322580646,25,533,0.5833333333333334,0.0056666666666666645,0.7479300827966884,0.6333333333333334,0.3125,0.9523809523809524,0.76,0.004210526315789474,0.001276595744680851,23,410,399,122,115,99,0.99812382739212
vo0kashu,Rebels Gaming,0.7096774193548386,22,454,0.8541666666666667,0.008333333333333335,0.7819687212511501,0.65,0.3958333333333333,0.2380952380952381,0.32,0.004736842105263157,0.002127659574468084,33,355,276,123,34,35,1.052863436123348
xuss,Anonymo Esports,0.7032258064516129,28,595,0.6458333333333334,0.0056666666666666645,0.7258509659613617,0.7166666666666667,0.2499999999999999,0.5238095238095238,0.56,0.005263157894736842,0.001914893617021276,27,490,449,120,79,83,1.0252100840336134
Haxtrax,Gamerland Outlaws,0.7032258064516129,8,177,0.8958333333333333,0.00733333333333333,0.8086476540938365,0.7166666666666667,0.4166666666666666,0.2380952380952381,0.28,0.00631578947368421,0.003617021276595745,34,145,109,49,13,13,1.0960451977401129
juseu,Team BDS,0.7032258064516129,23,515,0.7916666666666665,0.005999999999999997,0.6899724011039561,0.7666666666666667,0.1041666666666666,0.7619047619047619,0.68,0.0057894736842105275,0.0065957446808510645,32,439,358,67,95,86,0.9825242718446602
elllement,EXCEL,0.7032258064516129,29,591,0.8125,0.006333333333333333,0.7617295308187675,0.7499999999999999,0.1666666666666666,0.7142857142857143,0.56,0.005526315789473685,0.004680851063829787,27,497,399,95,99,83,1.0016920473773265
Sacake,KOI,0.7032258064516129,14,320,0.6041666666666669,0.007000000000000002,0.7930082796688134,0.5833333333333334,0.7499999999999999,0.2857142857142857,0.36,0.004210526315789474,0.002553191489361702,21,236,224,142,27,28,1.18125
jannyXD,Rebels Gaming,0.7032258064516129,22,454,0.7604166666666665,0.007666666666666666,0.6862925482980682,0.7333333333333333,0.1458333333333333,0.7619047619047619,0.6,0.005263157894736842,0.004042553191489362,28,378,315,70,80,66,0.986784140969163
Katu,AWARIA,0.6967741935483872,28,588,0.7291666666666666,0.006666666666666665,0.7470101195952161,0.7166666666666667,0.3333333333333332,0.4761904761904761,0.4,0.00631578947368421,0.001063829787234042,28,485,416,144,70,58,1.0697278911564625
ALIVE,Team Finest,0.6967741935483872,19,411,0.7187499999999999,0.005333333333333332,0.7111315547378108,0.7166666666666667,0.1458333333333333,0.9047619047619048,0.56,0.004736842105263157,0.0027659574468085106,32,338,291,60,88,57,0.9683698296836983
Theow,Anorthosis Famagusta Esports,0.6967741935483872,21,432,0.5416666666666666,0.005333333333333332,0.7184912603495861,0.6166666666666668,0.2708333333333332,0.8095238095238095,0.68,0.003947368421052631,0.0027659574468085106,27,328,332,92,81,72,0.9722222222222222
mikee,WYLDE,0.6903225806451613,14,292,0.6874999999999999,0.0056666666666666645,0.8169273229070839,0.7000000000000001,0.2916666666666666,0.1428571428571428,0.28,0.0060526315789473685,0.003829787234042552,32,236,209,63,16,20,1.023972602739726
Goaster,Sector One France,0.6838709677419356,23,521,0.6874999999999999,0.005999999999999997,0.738730450781969,0.6833333333333335,0.2083333333333333,0.8095238095238095,0.72,0.004736842105263157,0.001489361702127659,35,417,368,93,98,92,0.9788867562380038
Doma,TENSTAR,0.6838709677419356,24,468,0.6666666666666669,0.006666666666666665,0.738730450781969,0.6166666666666668,0.4166666666666666,0.2380952380952381,0.36,0.005263157894736842,0.003404255319148936,22,358,323,129,32,43,1.0405982905982907
Ambi,Case Esports,0.6838709677419356,22,471,0.6979166666666666,0.007000000000000002,0.7194112235510579,0.6666666666666669,0.2291666666666666,0.8095238095238095,0.6,0.005,0.0027659574468085106,24,372,325,91,90,72,0.9830148619957537
Kicks,London Esports,0.6774193548387096,15,301,0.5520833333333334,0.005,0.7056117755289788,0.6666666666666669,0.5416666666666666,0.3333333333333333,0.44,0.0044736842105263155,0.001489361702127659,24,238,237,101,27,32,1.1262458471760797
UNFAKE,Team Queso,0.6709677419354839,12,238,0.6041666666666669,0.007666666666666666,0.7424103035878564,0.6166666666666668,0.5,0.3333333333333333,0.2,0.0057894736842105275,0.000425531914893617,25,180,171,76,22,12,1.0756302521008403
bipo,Dsyre,0.664516129032258,14,311,0.6666666666666669,0.004666666666666668,0.6421343146274152,0.6833333333333335,0.0833333333333332,0.8571428571428572,0.76,0.0057894736842105275,0.003191489361702128,26,248,224,36,62,60,0.9131832797427653
YaBoiLewis,FOKUS,0.664516129032258,22,463,0.5833333333333334,0.0056666666666666645,0.7056117755289788,0.6333333333333334,0.2916666666666666,0.6666666666666666,0.6,0.008157894736842105,0.002127659574468084,24,357,347,103,73,68,0.9935205183585313
Killu,Valar Morghulis,0.664516129032258,14,314,0.7604166666666665,0.005,0.7019319227230914,0.7000000000000001,0.1041666666666666,0.5238095238095238,0.48,0.0060526315789473685,0.002553191489361702,27,254,212,42,42,37,0.9426751592356688
Davud,who cars?,0.664516129032258,16,344,0.5104166666666666,0.004333333333333331,0.7074517019319229,0.6166666666666668,0.2291666666666666,0.7142857142857143,0.76,0.0044736842105263155,0.000212765957446808,31,262,274,64,57,67,0.9476744186046512
musashi,Rebels Gaming,0.664516129032258,22,454,0.6145833333333334,0.006666666666666665,0.6789328426862928,0.6333333333333334,0.5208333333333333,0.5714285714285715,0.6,0.0060526315789473685,0.000425531914893617,28,350,330,151,62,67,1.10352422907489
murii,Wave Esports,0.6580645161290323,20,424,0.7083333333333334,0.007000000000000002,0.6540938362465503,0.6833333333333335,0.375,0.5238095238095238,0.48,0.006578947368421052,0.003829787234042552,26,338,295,112,57,51,1.0613207547169812
BaWaN,beGenius ESC,0.6580645161290323,18,383,0.6458333333333334,0.006333333333333333,0.6632934682612697,0.65,0.2499999999999999,0.380952380952381,0.32,0.0044736842105263155,0.003404255319148936,38,297,273,78,40,31,0.97911227154047
Fearoth,Alliance,0.6580645161290323,23,483,0.78125,0.007999999999999998,0.7442502299908005,0.5666666666666668,0.5624999999999999,0.1904761904761904,0.16,0.00368421052631579,0.002340425531914894,23,355,292,169,30,18,1.0848861283643891
LaAw,OG,0.6516129032258066,18,394,0.7083333333333334,0.007666666666666666,0.6780128794848206,0.65,0.5,0.2857142857142857,0.16,0.0057894736842105275,0.003829787234042552,29,309,268,128,30,17,1.1091370558375635
Elite,Fenerbah̤e Esports,0.6516129032258066,16,350,0.5937500000000001,0.004666666666666668,0.6991720331186755,0.6666666666666669,0.2291666666666666,0.380952380952381,0.32,0.01,0.0027659574468085106,28,277,266,68,36,27,0.9857142857142858
DubzWoW,Thunderbolts Gaming,0.6516129032258066,17,346,0.5208333333333334,0.005333333333333332,0.6798528058877646,0.5833333333333334,0.375,0.7142857142857143,0.6,0.002105263157894737,0.002631366860090264,29,257,264,90,60,53,1.0028901734104045
blitzeN,CGN Esports,0.6451612903225806,14,275,0.7083333333333334,0.005,0.692732290708372,0.6666666666666669,0.3333333333333332,0.2857142857142857,0.44,0.007631578947368421,0.002340425531914894,32,218,190,66,21,31,1.0327272727272727
aeiden,KTRL (ex),0.6451612903225806,11,226,0.5937500000000001,0.005333333333333332,0.6973321067157316,0.65,0.3125,0.3333333333333333,0.2,0.009210526315789473,0.002553191489361702,22,176,170,51,21,12,1.0044247787610618
Saiko,AWARIA,0.6451612903225806,28,588,0.5208333333333334,0.0056666666666666645,0.6669733210671573,0.5833333333333334,0.2708333333333332,0.6666666666666666,0.6,0.004210526315789474,0.001702127659574468,25,438,450,121,96,89,0.9506802721088435
ponkt,Team Finest,0.6451612903225806,19,411,0.6979166666666666,0.005999999999999997,0.7451701931922725,0.6666666666666669,0.1458333333333333,0.4285714285714286,0.32,0.006578947368421052,0.002127659574468084,33,326,285,62,47,33,0.9440389294403893
STERBEN,Fire Flux Esports,0.6451612903225806,23,478,0.7604166666666665,0.007000000000000002,0.6734130634774609,0.6833333333333335,0.5624999999999999,0.2857142857142857,0.32,0.007105263157894737,0.003829787234042552,26,383,320,167,39,40,1.1506276150627615
Touven,Galatasaray Esports,0.6451612903225806,18,412,0.5833333333333334,0.005333333333333332,0.750689972401104,0.6,0.4166666666666666,0.3333333333333333,0.36,0.005,0.002127659574468084,29,311,301,116,36,37,1.0364077669902914
al0rante,MOUZ,0.6387096774193549,19,417,0.5104166666666666,0.004333333333333331,0.6274149034038639,0.6333333333333334,0.3125,0.5714285714285715,0.56,0.009736842105263158,0.00553191489361702,24,320,332,96,58,58,0.9976019184652278
DisisJohn,Ovation eSports,0.6387096774193549,14,290,0.6041666666666669,0.003333333333333335,0.5988960441582338,0.6333333333333334,0.1249999999999999,0.5238095238095238,0.48,0.0028947368421052633,0.003829787234042552,30,224,214,40,38,36,0.9103448275862069
LeeeeeeN,OG,0.6387096774193549,18,394,0.5520833333333334,0.005999999999999997,0.626494940202392,0.6333333333333334,0.1458333333333333,0.9047619047619048,0.68,0.005,0.003617021276595745,30,302,301,58,83,68,0.9137055837563451
Ridder,beGenius ESC,0.6387096774193549,18,383,0.5104166666666666,0.006333333333333333,0.6375344986200555,0.6333333333333334,0.1458333333333333,0.8571428571428572,0.68,0.004736842105263157,0.001276595744680851,31,296,309,58,78,67,0.9242819843342036
AtaKaptan,Thunderbolts Gaming,0.6387096774193549,23,481,0.6458333333333334,0.006666666666666665,0.6476540938362467,0.6,0.8541666666666666,0.3333333333333333,0.4,0.005263157894736842,0.003829787234042552,26,361,330,235,42,50,1.2390852390852392
dimasick,Team Finest,0.632258064516129,8,159,0.6562500000000001,0.005999999999999997,0.7654093836246552,0.5833333333333334,0.3125,0.2857142857142857,0.28,0.006842105263157895,0.001489361702127659,19,118,107,37,13,11,0.9748427672955975
luckeRRR,Alliance,0.632258064516129,23,483,0.6874999999999999,0.005,0.6513339466421346,0.6166666666666668,0.1874999999999999,0.8095238095238095,0.6,0.004736842105263157,0.001489361702127659,30,369,328,80,92,73,0.9296066252587992
sh̩d,KOVA Esports,0.632258064516129,16,343,0.5520833333333334,0.005333333333333332,0.6310947562097518,0.65,0.1666666666666666,0.7142857142857143,0.56,0.0044736842105263155,0.001063829787234042,27,266,266,55,58,49,0.9358600583090378
maniek,Anonymo Esports,0.6258064516129033,28,595,0.5312500000000001,0.00733333333333333,0.6816927322907085,0.5833333333333334,0.5,0.380952380952381,0.56,0.005,0.002553191489361702,23,442,452,188,62,81,1.0588235294117647
Moe40,EXCEL,0.6258064516129033,29,591,0.7604166666666665,0.008333333333333335,0.721251149954002,0.6333333333333334,0.4791666666666666,0.380952380952381,0.24,0.007631578947368421,0.003191489361702128,25,455,378,184,58,34,1.0812182741116751
Wolfen,Case Esports,0.6258064516129033,22,471,0.6041666666666669,0.007999999999999998,0.7083716651333949,0.5666666666666668,0.5208333333333333,0.380952380952381,0.36,0.00736842105263158,0.00425531914893617,23,346,330,154,45,41,1.0615711252653928
MAGiK,Dsyre,0.6193548387096773,14,311,0.6666666666666669,0.005999999999999997,0.6807727690892365,0.6666666666666669,0.3958333333333333,0.1904761904761904,0.32,0.007105263157894737,0.002127659574468084,31,246,221,85,18,25,1.0643086816720257
Shazeon,CGN Esports,0.6193548387096773,8,157,0.5520833333333334,0.006333333333333333,0.6798528058877646,0.4999999999999999,0.5624999999999999,0.2857142857142857,0.16,0.005,0.002978723404255319,29,108,108,55,12,6,1.0382165605095541
Mickebwoy,Team BDS,0.6193548387096773,23,515,0.7395833333333334,0.007999999999999998,0.6678932842686294,0.6,0.5416666666666666,0.1428571428571428,0.16,0.004736842105263157,0.002978723404255319,28,387,328,174,28,22,1.0893203883495146
Burzzy,Fenerbah̤e Esports,0.6193548387096773,16,350,0.46875,0.005333333333333332,0.68721251149954,0.5833333333333334,0.375,0.380952380952381,0.44,0.00868421052631579,0.001063829787234042,25,259,282,92,35,40,1.002857142857143
Froz,Galatasaray Esports,0.6193548387096773,18,412,0.5312500000000001,0.0056666666666666645,0.6614535418583258,0.6,0.2708333333333332,0.4285714285714286,0.4,0.005263157894736842,0.0027659574468085106,28,307,314,88,46,42,0.9587378640776699
krea6on,Tundra Esports,0.6129032258064516,25,533,0.6250000000000001,0.005,0.6310947562097518,0.6166666666666668,0.3125,0.3333333333333333,0.48,0.004736842105263157,0.002553191489361702,30,405,380,124,47,62,0.9924953095684803
vong,FOKUS,0.6064516129032259,22,463,0.6562500000000001,0.006666666666666665,0.6614535418583258,0.6166666666666668,0.4166666666666666,0.380952380952381,0.28,0.007105263157894737,0.00574468085106383,23,354,323,131,46,32,1.0475161987041037
grubinho,AWARIA,0.6064516129032259,28,588,0.7604166666666665,0.007000000000000002,0.6485740570377185,0.6333333333333334,0.4166666666666666,0.380952380952381,0.32,0.00631578947368421,0.004468085106382978,33,450,375,162,59,45,1.0408163265306123
uNKOE,OG,0.6064516129032259,18,394,0.6979166666666666,0.00733333333333333,0.6485740570377185,0.6166666666666668,0.3541666666666666,0.4761904761904761,0.36,0.004210526315789474,0.003404255319148936,31,300,264,99,49,36,1.0126903553299493
Dev0,London Esports,0.6064516129032259,14,284,0.4374999999999999,0.002333333333333334,0.660533578656854,0.5666666666666668,0.1666666666666666,0.7142857142857143,0.72,0.004736842105263157,0.001063829787234042,25,208,234,45,48,51,0.8908450704225352
KPZET,Movistar Riders,0.6064516129032259,12,247,0.6458333333333334,0.005999999999999997,0.6513339466421346,0.6166666666666668,0.2916666666666666,0.5238095238095238,0.44,0.008947368421052631,0.002978723404255319,21,188,172,54,32,27,0.979757085020243
PoPiFresH,Team Heretics,0.6064516129032259,11,246,0.5625000000000001,0.005,0.6108555657773691,0.5666666666666668,0.1041666666666666,0.5714285714285715,0.52,0.004736842105263157,0.002631366860090264,21,179,177,33,34,32,0.8617886178861789
bacyx,Thunderbolts Gaming,0.6064516129032259,6,135,0.5104166666666666,0.004333333333333331,0.5722171113155474,0.5666666666666668,0.1666666666666666,0.8571428571428572,0.72,0.0044736842105263155,0.002631366860090264,22,98,102,22,27,24,0.8888888888888888
kamyk,Anonymo Esports,0.6,28,595,0.7187499999999999,0.006666666666666665,0.65869365225391,0.6333333333333334,0.4583333333333332,0.1904761904761904,0.24,0.00631578947368421,0.003191489361702128,25,459,397,179,35,38,1.0722689075630252
BENZKI,Anorthosis Famagusta Esports,0.6,17,349,0.5520833333333334,0.005999999999999997,0.6338546458141676,0.6,0.5208333333333333,0.4285714285714286,0.48,0.004736842105263157,0.001276595744680851,26,262,263,116,39,42,1.0830945558739256
SHIN,Sector One France,0.6,23,521,0.7083333333333334,0.008333333333333335,0.6375344986200555,0.6333333333333334,0.5208333333333333,0.2857142857142857,0.28,0.009210526315789473,0.004680851063829787,27,400,349,173,44,38,1.0998080614203456
hoppY,Mandatory,0.6,14,312,0.5625000000000001,0.004333333333333331,0.6310947562097518,0.6333333333333334,0.2916666666666666,0.3333333333333333,0.44,0.0057894736842105275,0.0027659574468085106,24,239,236,69,28,35,0.9871794871794872
paTiTek,EXCEL,0.6,29,591,0.5833333333333334,0.00733333333333333,0.6402943882244712,0.5833333333333334,0.5208333333333333,0.5714285714285715,0.4,0.0044736842105263155,0.002127659574468084,26,438,424,193,82,60,1.0676818950930627
Fizzy,Team BDS,0.5935483870967743,23,515,0.6250000000000001,0.00733333333333333,0.6025758969641215,0.6,0.6041666666666666,0.380952380952381,0.36,0.003947368421052631,0.003404255319148936,25,384,359,191,50,45,1.116504854368932
mizuN,Team Finest,0.5870967741935483,19,411,0.6458333333333334,0.007000000000000002,0.6237350505979764,0.5833333333333334,0.4583333333333332,0.4285714285714286,0.4,0.007894736842105262,0.0027659574468085106,26,305,280,123,45,41,1.0413625304136254
bramz,Team Vitality,0.5870967741935483,14,297,0.6562500000000001,0.00733333333333333,0.6071757129714812,0.6166666666666668,0.2499999999999999,0.380952380952381,0.24,0.0057894736842105275,0.002127659574468084,29,227,206,60,29,17,0.9663299663299664
