Ign,Team,ACS,Matches,Rnd,K_D,KAST,ADR,KPR,APR,FKPR,FDPR,HSPercent,CLPercent,KMax,K,D,A,FK,FD,Kill_Participation
RECIDENT,Team Finest,0.4258064516129033,19,411,0.5104166666666666,0.005999999999999997,0.5234590616375348,0.45,0.3958333333333333,0.1428571428571428,0.24,0.008157894736842105,0.002127659574468084,25,272,284,110,22,25,0.9294403892944039
eXampL,Anorthosis Famagusta Esports,0.4258064516129033,21,432,0.4583333333333333,0.0056666666666666645,0.5142594296228153,0.4166666666666666,0.5,0.1904761904761904,0.16,0.005526315789473685,0.002978723404255319,22,275,301,139,25,16,0.9583333333333334
thebigfiz,beGenius ESC,0.4258064516129033,18,383,0.4895833333333332,0.006333333333333333,0.4655013799448022,0.45,0.3541666666666666,0.380952380952381,0.28,0.0057894736842105275,0.002340425531914894,23,253,268,95,37,28,0.9086161879895561
Bati,H2O,0.4258064516129033,16,325,0.28125,0.004333333333333331,0.5492180312787489,0.2833333333333334,0.6458333333333333,0.2380952380952381,0.36,0.004210526315789474,0.000851063829787234,21,181,246,126,22,28,0.9446153846153846
Mykoz,Fenerbah̤e Esports,0.4258064516129033,16,350,0.3854166666666666,0.003999999999999999,0.4875804967801289,0.4333333333333334,0.375,0.3333333333333333,0.44,0.0060526315789473685,0.003191489361702128,26,226,268,91,31,38,0.9057142857142857
p0wa77,Futbolist,0.4258064516129033,16,328,0.5312500000000001,0.005999999999999997,0.4903403863845448,0.45,0.375,0.2380952380952381,0.44,0.006842105263157895,0.003829787234042552,22,217,221,86,23,37,0.9237804878048781
Matrix,Ovation eSports,0.4193548387096774,14,290,0.3749999999999999,0.004666666666666668,0.4774609015639375,0.3666666666666666,0.5,0.1428571428571428,0.36,0.004210526315789474,0.002127659574468084,23,176,211,93,14,25,0.9275862068965517
fanboy,Anorthosis Famagusta Esports,0.4193548387096774,4,83,0.4791666666666667,0.002333333333333334,0.392824287028519,0.4999999999999999,0.0,0.2857142857142857,0.48,0.003157894736842105,0.002340425531914894,20,57,61,7,7,10,0.7710843373493976
OniBy,OG,0.4193548387096774,18,394,0.5937500000000001,0.007999999999999998,0.5032198712051519,0.4333333333333334,0.5,0.2380952380952381,0.2,0.00631578947368421,0.002978723404255319,22,255,246,126,28,19,0.9670050761421319
Davidp,beGenius ESC (si),0.4193548387096774,12,278,0.5729166666666666,0.007999999999999998,0.5114995400183993,0.4,0.6666666666666666,0.1428571428571428,0.32,0.003157894736842105,0.002978723404255319,24,175,171,111,15,22,1.0287769784172662
Neit,BISONS ECLUB,0.4193548387096774,11,232,0.4062499999999999,0.005333333333333332,0.4480220791168354,0.4166666666666666,0.2499999999999999,0.2857142857142857,0.32,0.0057894736842105275,0.001063829787234042,21,149,174,46,18,18,0.8405172413793104
RAYZZ,Movistar Riders,0.4193548387096774,12,247,0.3541666666666667,0.003333333333333335,0.454461821527139,0.3833333333333334,0.4374999999999999,0.380952380952381,0.48,0.005,0.000425531914893617,21,154,189,71,25,29,0.9109311740890689
SoyeR,Fenerbah̤e Esports,0.4193548387096774,6,118,0.4062499999999999,0.001999999999999999,0.5105795768169274,0.45,0.1041666666666666,0.2857142857142857,0.48,0.00631578947368421,0.002127659574468084,22,78,91,15,10,14,0.788135593220339
HearThBeaT,Angry Titans,0.4129032258064516,19,394,0.4479166666666667,0.006333333333333333,0.4811407543698254,0.4166666666666666,0.5624999999999999,0.2857142857142857,0.44,0.005263157894736842,0.004468085106382978,22,251,280,138,32,42,0.9873096446700508
Pjotr,Entropiq,0.4129032258064516,17,386,0.4479166666666667,0.006666666666666665,0.455381784728611,0.4166666666666666,0.5624999999999999,0.4761904761904761,0.44,0.004736842105263157,0.001914893617021276,24,246,272,134,45,42,0.9844559585492227
ozzy,EXCEL,0.4129032258064516,29,591,0.5520833333333334,0.007999999999999998,0.4627414903403863,0.4333333333333334,0.6041666666666666,0.2380952380952381,0.28,0.004736842105263157,0.00574468085106383,25,384,384,219,39,40,1.0203045685279188
UNCAGED,KTRL,0.4064516129032257,4,75,0.3333333333333333,0.003666666666666667,0.4397424103035878,0.4166666666666666,0.1874999999999999,0.1428571428571428,0.36,0.008157894736842105,0.002631366860090264,14,48,61,13,4,7,0.8133333333333334
adm1k,Anonymo Esports,0.4064516129032257,28,595,0.4791666666666667,0.005999999999999997,0.4977000919963201,0.4,0.4374999999999999,0.2857142857142857,0.32,0.004736842105263157,0.003617021276595745,29,372,401,173,46,48,0.9159663865546218
HUMANZ,Arctic Gaming,0.4064516129032257,12,275,0.5104166666666666,0.005999999999999997,0.467341306347746,0.4333333333333334,0.5624999999999999,0.1428571428571428,0.2,0.007894736842105262,0.003617021276595745,22,180,188,95,15,14,1.0
gosaydam,Galatasaray Esports,0.4064516129032257,18,412,0.3854166666666666,0.003333333333333335,0.4710211591536339,0.4,0.2916666666666666,0.4761904761904761,0.68,0.003421052631578947,0.000851063829787234,24,260,308,92,51,70,0.8543689320388349
ALMO,NOM eSports,0.4,23,501,0.4270833333333333,0.004666666666666668,0.4958601655933765,0.4166666666666666,0.4791666666666666,0.2857142857142857,0.44,0.005263157894736842,0.001276595744680851,24,320,365,154,41,54,0.9461077844311377
Knox,KTRL (ex),0.3935483870967741,11,226,0.1875,0.000333333333333334,0.4664213431462742,0.3166666666666666,0.2083333333333333,0.7142857142857143,0.88,0.005526315789473685,0.001276595744680851,21,132,204,40,38,49,0.7610619469026548
Zik,Alliance,0.3935483870967741,23,483,0.5416666666666666,0.0056666666666666645,0.4710211591536339,0.4166666666666666,0.6666666666666666,0.2380952380952381,0.4,0.006578947368421052,0.0027659574468085106,22,309,313,194,35,50,1.041407867494824
shrew,KOI,0.3935483870967741,14,320,0.5625000000000001,0.007000000000000002,0.4415823367065319,0.4666666666666667,0.5,0.1428571428571428,0.24,0.005263157894736842,0.001702127659574468,23,213,211,103,15,19,0.9875
Jesse,Giants Gaming,0.3935483870967741,12,265,0.4270833333333333,0.005999999999999997,0.5409383624655015,0.4,0.6249999999999999,0.2380952380952381,0.36,0.006578947368421052,0.001063829787234042,20,166,189,101,18,25,1.0075471698113208
Bromas,Team Heretics,0.3935483870967741,11,246,0.4791666666666667,0.006666666666666665,0.4701011959521619,0.3833333333333334,0.5,0.0952380952380952,0.4,0.005,0.003404255319148936,23,153,164,79,9,24,0.943089430894309
Maiko,Thunderbolts Gaming,0.3935483870967741,6,135,0.3333333333333333,0.003666666666666667,0.4296228150873966,0.4,0.2499999999999999,0.1904761904761904,0.4,0.0044736842105263155,0.002553191489361702,22,85,108,27,8,14,0.8296296296296296
mkLx,Anorthosis Famagusta Esports,0.3870967741935484,4,83,0.3854166666666666,0.005999999999999997,0.5197792088316469,0.4166666666666666,0.5208333333333333,0.1904761904761904,0.4,0.007105263157894737,0.002631366860090264,19,53,63,27,5,8,0.963855421686747
KONEQT,Sector One France,0.3870967741935484,23,521,0.4583333333333333,0.005999999999999997,0.4195032198712052,0.4,0.375,0.2380952380952381,0.28,0.005526315789473685,0.001702127659574468,29,329,360,133,36,34,0.8867562380038387
GillianH,Valar Morghulis,0.3870967741935484,14,314,0.3541666666666667,0.005333333333333332,0.4931002759889604,0.3666666666666666,0.3958333333333333,0.1904761904761904,0.28,0.005526315789473685,0.001489361702127659,20,190,234,86,20,23,0.8789808917197452
Marw0ll,Galakticos,0.3870967741935484,6,139,0.3854166666666666,0.005,0.4415823367065319,0.3833333333333334,0.5,0.2857142857142857,0.48,0.0060526315789473685,0.002631366860090264,27,86,102,45,11,16,0.9424460431654677
Iroh,Galatasaray Esports,0.3870967741935484,18,412,0.3958333333333333,0.0056666666666666645,0.437902483900644,0.3666666666666666,0.5416666666666666,0.2857142857142857,0.32,0.003947368421052631,0.002340425531914894,21,251,294,142,31,31,0.9538834951456311
jeyj7y,Surreal Esports,0.3870967741935484,24,528,0.4583333333333333,0.007000000000000002,0.4682612695492181,0.3666666666666666,0.6458333333333333,0.2380952380952381,0.4,0.0057894736842105275,0.00574468085106383,25,322,355,208,37,53,1.003787878787879
Kryptix,MOUZ,0.3806451612903226,19,417,0.5833333333333334,0.006666666666666665,0.4636614535418584,0.4166666666666666,0.4166666666666666,0.0476190476190476,0.24,0.004736842105263157,0.002553191489361702,28,268,260,115,14,25,0.9184652278177458
ShadoW,Team Vitality,0.3806451612903226,14,297,0.5312500000000001,0.005999999999999997,0.4802207911683533,0.3666666666666666,0.4583333333333332,0.1904761904761904,0.36,0.004210526315789474,0.001702127659574468,23,182,186,89,18,28,0.9124579124579124
starkk,KOI,0.3806451612903226,14,320,0.4999999999999999,0.005999999999999997,0.4305427782888684,0.4333333333333334,0.4166666666666666,0.4285714285714286,0.32,0.0060526315789473685,0.001914893617021276,25,209,219,88,34,24,0.928125
Ease,UCAM Tokiers,0.3806451612903226,14,308,0.46875,0.0056666666666666645,0.4250229990800369,0.4333333333333334,0.4583333333333332,0.2380952380952381,0.32,0.0060526315789473685,0.001914893617021276,22,199,217,93,23,26,0.948051948051948
bonkar,Tundra Esports,0.3741935483870967,25,533,0.5208333333333334,0.006666666666666665,0.4397424103035878,0.3666666666666666,0.5,0.1428571428571428,0.28,0.002631578947368421,0.002553191489361702,22,326,336,173,27,38,0.9362101313320825
Nille,Tundra Esports,0.3741935483870967,25,533,0.5625000000000001,0.005,0.4609015639374425,0.4333333333333334,0.1874999999999999,0.1428571428571428,0.28,0.003947368421052631,0.001063829787234042,25,344,339,89,26,37,0.8123827392120075
FOXIE,Team Queso,0.3741935483870967,12,238,0.4062499999999999,0.004666666666666668,0.4645814167433304,0.3666666666666666,0.375,0.3333333333333333,0.44,0.005263157894736842,0.001702127659574468,17,146,170,62,21,25,0.8739495798319328
litshii,Angry Titans,0.367741935483871,19,394,0.3541666666666667,0.004666666666666668,0.4443422263109475,0.35,0.5624999999999999,0.2380952380952381,0.48,0.003947368421052631,0.0053191489361702135,23,237,293,137,26,47,0.949238578680203
Ale,KOVA Esports,0.367741935483871,16,343,0.3749999999999999,0.005333333333333332,0.4103035878564858,0.3666666666666666,0.5833333333333333,0.3333333333333333,0.44,0.003947368421052631,0.003829787234042552,24,209,252,124,30,37,0.9708454810495627
HaxZorus,SPARX ESPORTS,0.3612903225806451,14,286,0.2916666666666666,0.0029999999999999983,0.4452621895124196,0.2833333333333334,0.4166666666666666,0.1904761904761904,0.28,0.005263157894736842,0.000425531914893617,17,160,212,79,17,19,0.8356643356643356
Bgg,Wave Esports,0.3548387096774194,20,424,0.5520833333333334,0.007000000000000002,0.4038638454461822,0.3666666666666666,0.5,0.2380952380952381,0.36,0.0060526315789473685,0.001914893617021276,17,258,258,136,28,39,0.9292452830188679
ROUSIK,Entropiq,0.3548387096774194,17,386,0.3645833333333332,0.007000000000000002,0.4645814167433304,0.2833333333333334,0.6041666666666666,0.1904761904761904,0.36,0.004736842105263157,0.002553191489361702,20,215,261,143,24,35,0.927461139896373
dimaxx,UCAM Tokiers,0.3548387096774194,14,308,0.3020833333333333,0.004333333333333331,0.4397424103035878,0.2833333333333334,0.375,0.2380952380952381,0.36,0.004210526315789474,0.00553191489361702,18,173,229,81,22,29,0.8246753246753247
meloware,KTRL (ex),0.3483870967741936,11,226,0.3749999999999999,0.004666666666666668,0.4517019319227231,0.3666666666666666,0.2708333333333332,0.0952380952380952,0.16,0.005,0.001063829787234042,15,138,167,48,9,10,0.8230088495575221
YouBreak,AWARIA,0.3483870967741936,28,588,0.4270833333333333,0.006333333333333333,0.4305427782888684,0.35,0.4166666666666666,0.2380952380952381,0.28,0.004210526315789474,0.003829787234042552,23,355,405,166,39,44,0.8860544217687075
Fatiiiih,WYLDE,0.3483870967741936,14,292,0.2604166666666666,0.003999999999999999,0.455381784728611,0.2999999999999999,0.4791666666666666,0.380952380952381,0.8,0.006578947368421052,0.003191489361702128,19,165,229,91,29,57,0.8767123287671232
Vorwenn,BISONS ECLUB,0.3483870967741936,11,232,0.1979166666666667,0.003333333333333335,0.4185832566697334,0.2500000000000001,0.375,0.3333333333333333,0.76,0.003947368421052631,0.001276595744680851,26,126,191,60,21,44,0.8017241379310345
Leon,CGN Esports,0.3419354838709677,14,275,0.4270833333333333,0.005333333333333332,0.4167433302667893,0.3333333333333332,0.2708333333333332,0.2380952380952381,0.16,0.005,0.003404255319148936,18,163,186,58,19,12,0.8036363636363636
f3n1x,H2O,0.3419354838709677,16,325,0.2604166666666666,0.0029999999999999983,0.4323827046918125,0.3333333333333332,0.3125,0.2857142857142857,0.48,0.0044736842105263155,0.002340425531914894,24,191,267,76,25,40,0.8215384615384616
neptuNo,Case Esports,0.3419354838709677,22,471,0.4895833333333332,0.007000000000000002,0.4241030358785649,0.3666666666666666,0.3333333333333332,0.1904761904761904,0.32,0.004210526315789474,0.003617021276595745,23,288,307,112,29,39,0.8492569002123143
Phardon,H2O,0.335483870967742,16,325,0.2916666666666666,0.002333333333333334,0.4029438822447102,0.3333333333333332,0.1458333333333333,0.1904761904761904,0.48,0.005,0.002340425531914894,26,193,259,50,21,39,0.7476923076923077
JARLO,who cars?,0.335483870967742,16,344,0.2916666666666666,0.002666666666666666,0.409383624655014,0.2999999999999999,0.3541666666666666,0.3333333333333333,0.36,0.00368421052631579,0.001276595744680851,25,197,264,86,32,31,0.8226744186046512
KhA,Anorthosis Famagusta Esports,0.3225806451612903,21,432,0.4895833333333332,0.005333333333333332,0.4038638454461822,0.4,0.2291666666666666,0.0476190476190476,0.36,0.005,0.001489361702127659,19,271,288,81,11,39,0.8148148148148148
LowaN,Valar Morghulis,0.3225806451612903,14,314,0.3333333333333333,0.003333333333333335,0.4139834406623737,0.3166666666666666,0.3125,0.2380952380952381,0.4,0.005526315789473685,0.004468085106382978,23,182,231,72,22,30,0.8089171974522293
Br0die,TENSTAR,0.3225806451612903,24,468,0.4062499999999999,0.0056666666666666645,0.3827046918123276,0.3333333333333332,0.3541666666666666,0.3333333333333333,0.4,0.0057894736842105275,0.001702127659574468,23,274,319,117,43,47,0.8354700854700855
m1tez,Galakticos,0.3225806451612903,12,251,0.3645833333333332,0.003333333333333335,0.3808647654093837,0.35,0.3541666666666666,0.2857142857142857,0.48,0.006578947368421052,0.000425531914893617,24,150,184,64,20,29,0.852589641434263
SasuKe,Galakticos,0.3225806451612903,18,390,0.3125,0.004333333333333331,0.4397424103035878,0.2999999999999999,0.4166666666666666,0.1428571428571428,0.4,0.0057894736842105275,0.001914893617021276,22,224,290,108,19,40,0.8512820512820513
YoungOne,SPARX ESPORTS,0.3161290322580644,14,286,0.2604166666666666,0.0029999999999999983,0.3992640294388225,0.2666666666666667,0.3125,0.3333333333333333,0.28,0.003947368421052631,0.000212765957446808,17,157,218,67,27,21,0.7832167832167832
k1zpawnn,Team Queso,0.3161290322580644,12,238,0.3854166666666666,0.004666666666666668,0.3790248390064399,0.3166666666666666,0.3333333333333332,0.1428571428571428,0.32,0.0057894736842105275,0.004680851063829787,15,139,165,58,12,19,0.8277310924369747
HYPNO,KTRL,0.3096774193548387,4,75,0.1875,0.002333333333333334,0.3081876724931003,0.2833333333333334,0.1874999999999999,0.3333333333333333,0.52,0.005263157894736842,0.001702127659574468,13,42,65,13,7,10,0.7333333333333333
dothem,KTRL (ex),0.3096774193548387,11,226,0.3333333333333333,0.00133333333333333,0.3551057957681693,0.3666666666666666,0.1666666666666666,0.3333333333333333,0.4,0.007894736842105262,0.004042553191489362,21,137,174,37,20,22,0.7699115044247787
synsi,Team Finest (ex),0.3096774193548387,11,252,0.3854166666666666,0.0056666666666666645,0.4425022999080037,0.2666666666666667,0.5833333333333333,0.1904761904761904,0.2,0.004210526315789474,0.002127659574468084,22,138,164,90,16,12,0.9047619047619048
Jaf,H2O,0.3096774193548387,16,325,0.2708333333333333,0.0029999999999999983,0.3523459061637535,0.3166666666666666,0.4583333333333332,0.1904761904761904,0.32,0.0060526315789473685,0.0027659574468085106,19,187,257,97,19,25,0.8738461538461538
Rias,Movistar Riders,0.3096774193548387,12,247,0.3958333333333333,0.005,0.4461821527138916,0.2833333333333334,0.5208333333333333,0.0,0.12,0.005263157894736842,0.002978723404255319,16,139,164,81,6,8,0.8906882591093117
lyNxi,Rebels Gaming,0.3096774193548387,22,454,0.5104166666666666,0.007666666666666666,0.376264949402024,0.3666666666666666,0.4374999999999999,0.0952380952380952,0.16,0.0057894736842105275,0.0027659574468085106,23,275,287,132,18,18,0.8964757709251101
KnightVoice,SPARX ESPORTS,0.303225806451613,14,286,0.3229166666666667,0.003999999999999999,0.3652253909843608,0.3333333333333332,0.2291666666666666,0.2857142857142857,0.28,0.00736842105263158,0.002127659574468084,17,169,218,55,24,19,0.7832167832167832
iluri,FOKUS,0.303225806451613,22,463,0.4270833333333333,0.006666666666666665,0.375344986200552,0.3166666666666666,0.4583333333333332,0.1904761904761904,0.32,0.0060526315789473685,0.003404255319148936,23,267,305,137,29,35,0.8725701943844493
rodeN,Team BDS,0.303225806451613,23,515,0.3333333333333333,0.006333333333333333,0.376264949402024,0.2833333333333334,0.5624999999999999,0.2380952380952381,0.52,0.00368421052631579,0.001489361702127659,22,289,365,178,34,66,0.9067961165048544
Radski,London Esports,0.303225806451613,15,301,0.3437500000000001,0.003666666666666667,0.3863845446182155,0.2999999999999999,0.2083333333333333,0.2857142857142857,0.36,0.0060526315789473685,0.002553191489361702,20,173,215,53,25,27,0.7508305647840532
mertz,Team Heretics,0.2967741935483871,11,246,0.3749999999999999,0.005333333333333332,0.3422263109475622,0.3333333333333332,0.4583333333333332,0.2857142857142857,0.52,0.0060526315789473685,0.0027659574468085106,20,144,174,74,19,32,0.8861788617886179
mishu,who cars?,0.2903225806451613,16,344,0.2604166666666666,0.005333333333333332,0.4268629254829807,0.2333333333333334,0.5,0.1904761904761904,0.32,0.005526315789473685,0.002127659574468084,20,184,255,111,21,26,0.8575581395348837
Saiz,BISONS ECLUB,0.2903225806451613,11,232,0.2708333333333333,0.0029999999999999983,0.3468261269549219,0.2999999999999999,0.3541666666666666,0.1904761904761904,0.4,0.009736842105263158,0.002340425531914894,21,133,183,57,14,23,0.8189655172413793
Quick,Giants Gaming,0.2838709677419354,12,265,0.4166666666666667,0.005999999999999997,0.3781048758049679,0.2833333333333334,0.5833333333333333,0.1428571428571428,0.32,0.0060526315789473685,0.0,22,149,172,95,13,20,0.9207547169811321
SHALZ,Fenerbah̤e Esports,0.2709677419354838,14,309,0.2604166666666666,0.004666666666666668,0.4176632934682613,0.2166666666666666,0.4791666666666666,0.0476190476190476,0.24,0.005263157894736842,0.002978723404255319,21,161,224,95,9,19,0.8284789644012945
mass3R,Dsyre,0.2580645161290323,14,311,0.2916666666666666,0.005,0.344986200551978,0.2333333333333334,0.4166666666666666,0.2380952380952381,0.32,0.004736842105263157,0.001702127659574468,24,166,222,86,22,26,0.8102893890675241
CREA,Mandatory,0.2580645161290323,14,312,0.3541666666666667,0.004333333333333331,0.3735050597976082,0.2999999999999999,0.2708333333333332,0.0952380952380952,0.36,0.0060526315789473685,0.003617021276595745,28,179,222,66,11,29,0.7852564102564102
Kuba,FOKUS,0.2387096774193547,8,167,0.4791666666666667,0.005333333333333332,0.3523459061637535,0.3333333333333332,0.3125,0.0476190476190476,0.32,0.005,0.001063829787234042,19,98,105,38,5,13,0.8143712574850299
Kiiyo,beGenius ESC (ex),0.2387096774193547,6,105,0.2291666666666666,0.003999999999999999,0.3440662373505061,0.2166666666666666,0.375,0.2380952380952381,0.36,0.005526315789473685,0.002340425531914894,14,55,80,27,7,9,0.780952380952381
xiTsha,Arctic Gaming (ex),0.2129032258064516,12,275,0.28125,0.005,0.3256669733210673,0.2500000000000001,0.4583333333333332,0.1904761904761904,0.28,0.00631578947368421,0.001702127659574468,17,149,202,82,16,19,0.84
logicman,Team Lixa,0.2129032258064516,11,232,0.2604166666666666,0.003666666666666667,0.3008279668813248,0.2500000000000001,0.2708333333333332,0.1428571428571428,0.36,0.006842105263157895,0.001914893617021276,18,126,176,49,12,22,0.7543103448275862
NowaXxZang,KTRL (ex),0.2064516129032257,4,84,0.15625,0.003666666666666667,0.2999080036798528,0.2,0.3541666666666666,0.1904761904761904,0.4,0.007105263157894737,0.002631366860090264,17,43,69,21,5,8,0.7619047619047619
styl1sh,KTRL,0.1999999999999999,4,75,0.1458333333333334,0.005999999999999997,0.3183072677092916,0.1333333333333333,0.5208333333333333,0.0476190476190476,0.16,0.0060526315789473685,0.002631366860090264,12,35,57,25,2,3,0.8
alddy,KTRL,0.1870967741935484,4,75,0.3020833333333333,0.005,0.2511499540018399,0.2833333333333334,0.0,0.0476190476190476,0.64,0.006842105263157895,0.003617021276595745,17,42,55,6,2,12,0.64
NKLS,Ovation eSports,0.1548387096774193,14,290,0.1354166666666666,0.002666666666666666,0.2548298068077278,0.1333333333333333,0.2291666666666666,0.2857142857142857,0.56,0.00368421052631579,0.000425531914893617,18,136,227,56,24,41,0.6620689655172414
John9,London Esports,0.1354838709677419,15,301,0.1979166666666667,0.001999999999999999,0.1904323827046918,0.1666666666666666,0.4374999999999999,0.2380952380952381,0.4,0.004210526315789474,0.002978723404255319,16,148,223,87,22,31,0.7807308970099668
Ros̩,Fire Flux Esports,0.0967741935483871,2,44,0.1145833333333332,0.006666666666666665,0.2695492180312788,0.0666666666666666,0.3958333333333333,0.0,0.2,0.002368421052631578,0.01,10,19,33,12,1,2,0.7045454545454546
Faceroll,CGN Esports,0.0903225806451613,6,118,0.0729166666666667,0.003666666666666667,0.1775528978840846,0.0499999999999999,0.5833333333333333,0.0952380952380952,0.32,0.003421052631578947,0.000851063829787234,13,50,92,42,5,9,0.7796610169491526
corr0,Thunderbolts Gaming,0.0838709677419354,17,346,0.1979166666666667,0.005,0.1462741490340388,0.1333333333333333,0.6249999999999999,0.0952380952380952,0.28,0.003157894736842105,0.001702127659574468,16,163,248,130,13,24,0.846820809248555
afr0nfire,Surreal Esports,0.0258064516129031,1,21,0.2916666666666666,0.007666666666666666,0.140754369825207,0.0666666666666666,0.5208333333333333,0.380952380952381,0.76,0.002105263157894737,0.002631366860090264,9,9,12,7,2,4,0.7619047619047619
Zehradieux,London Esports (si),0.0064516129032258,1,17,0.0,0.0,0.0,0.0333333333333333,0.2083333333333333,0.1904761904761904,0.0,0.0,0.002631366860090264,7,7,15,3,1,0,0.5882352941176471
victorsoN,Gamerland Outlaws (ex),0.0,7,163,0.0520833333333334,0.001999999999999999,0.0827966881324747,0.0,0.3125,0.0476190476190476,0.32,0.005526315789473685,0.002631366860090264,18,64,124,38,5,13,0.6257668711656442
